date,rank,album,song,artist
20130610,1,Give It To Me,Give It To Me,씨스타
20130610,2,`A Cube` For Season # Blue,짧은머리,허각
20130610,3,Give It To Me,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),씨스타
20130610,4,미친연애,미친연애 (Bad Girl) (Feat. E-Sens Of 슈프림팀),범키
20130610,5,구가의 서 OST Part.7,너 하나야,포맨
20130610,6,Give It To Me,바빠 (Bad Boy),씨스타
20130610,7,Name Is 4minute,이름이 뭐예요?,4minute
20130610,8,MONOCHROME,Bad Girls,이효리
20130610,9,Escaping Gravity,Ocean Of Light,넬 (NELL)
20130610,10,괜찮겠니,괜찮겠니,비스트
20130610,11,콩떡빙수,콩떡빙수,악동뮤지션
20130610,12,봄봄봄,봄봄봄,로이킴
20130610,13,The 5th Album Vol.2 `Thank You`,청혼하는 거예요,포맨
20130610,14,회복이 급해,"회복이 급해 (Feat. 하림, 호투)",2BIC(투빅)
20130610,15,구가의 서 OST Part.6,잘 있나요,The One (더원)
20130610,16,Letter From Secret,YooHoo (유후),시크릿
20130610,17,Backpack,Wash Away (Feat. 에일리),긱스 (Geeks)
20130610,18,Tears Of Mind,진통제,티아라
20130610,19,Number 1,Number 1,투개월
20130610,20,내 연애의 모든 것 OST Part.3,I Love You,악동뮤지션
20130610,21,After School The 6th Maxi Single `첫사랑`,첫사랑,애프터스쿨
20130610,22,Organic Sound,꼭 한번 만나고 싶다,바이브
20130610,23,I DANCE,I Dance (Feat. 유빈 Of 원더걸스),아이비
20130610,24,나쁜 기집애,나쁜 기집애,CL
20130610,25,MONOCHROME,미스코리아,이효리
20130610,26,GENTLEMAN,GENTLEMAN,싸이 (PSY)
20130610,27,Organic Sound,이 나이 먹도록,바이브
20130610,28,Give It To Me,Crying,씨스타
20130610,29,이게 무슨 일이야,이게 무슨 일이야,B1A4
20130610,30,마지막 그 한마디,마지막 그 한마디,이승기
20130610,31,8th #1 유리 심장,오늘 밤 (Feat. 배치기),린
20130610,32,Rainbow Syndrome Part.2,SUNSHINE,레인보우
20130610,33,녹는 중,녹는 중 (Feat. 버벌진트),다비치
20130610,34,MY LOVE,사랑하고 싶은 날,이승철
20130610,35,기대,기대해,걸스데이
20130610,36,Bounce,Bounce,조용필
20130610,37,자니,자니 (Feat. Dynamic Duo),프라이머리
20130610,38,구가의 서 OST Part.5,나를 잊지말아요,수지 (SUZY)
20130610,39,The 3rd Album Part.2 `Love Blossom (러브블러썸)`,Love Blossom (러브블러썸),케이윌
20130610,40,Mystic Ballad Part.1,거북이,다비치
20130610,41,Just Listen,우리가 헤어진 진짜 이유,윤하 (YOUNHA)
20130610,42,SEXY BEAT,스모키걸 (Smoky Girl),엠블랙
20130610,43,어때,어때 (Feat. 하림),긱스 (Geeks)
20130610,44,The 1st Album XOXO (KISS＆HUG),늑대와 미녀 (Wolf),EXO
20130610,45,"장옥정, 사랑에 살다 OST Part.6",닿을 수 있나요,이수영
20130610,46,스트로베리 익스트림 페스티벌 Part 5,그런 여자,백지영
20130610,47,전원일기,전원일기 (田園日記) (Feat. 이단옆차기 &amp; 태운),티아라 N4
20130610,48,8th #1 유리 심장,유리 심장 (Feat. 용준형 Of 비스트),린
20130610,49,New Wave Studio (Vol.1),뭘 해도 똑같다,The One (더원)
20130610,50,The Classic,This Love,신화
20130610,51,SBS K팝 스타 시즌2 TOP 6,Crescendo (크레셴도),악동뮤지션
20130610,52,넌 최고야,넌 최고야,별
20130610,53,Forever Young,헤어지자,서인영
20130610,54,2 4 : 2 6,Boogie On &amp; On,빈지노 (Beenzino)
20130610,55,JOAH,좋아 (JOAH),박재범
20130610,56,A Voice,컬러링,Lim Kim
20130610,57,First Love,Rose,이하이
20130610,58,The Lyrics - No.3,불편한 진실,이지영 (빅마마)
20130610,59,Primary And The Messengers LP,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리
20130610,60,The 1st Mini Album `Trap`,Trap (Feat. 규현&amp;태민),헨리 (HENRY)
20130610,61,SBS K팝 스타 시즌2 TOP 3 Part.2,외국인의 고백,악동뮤지션
20130610,62,버스커 버스커 1집,벚꽃 엔딩,버스커 버스커
20130610,63,Red Light,Babay (Feat. Gaeko),Zion.T
20130610,64,I`m Sorry,I`m Sorry,비스트
20130610,65,Fall in L,귀여운 남자,JUNIEL
20130610,66,24,가수가 된 이유,신용재 (포맨)
20130610,67,Grown,하.니.뿐.,2PM
20130610,68,Hello,Hello (Feat. 버벌진트),조용필
20130610,69,이단옆차기 프로젝트 Vol.02,눈물 (Feat. 유진 Of 더 씨야),리쌍
20130610,70,Primary And The Messengers LP,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리
20130610,71,LITTLE GIANT,모노드라마 (With 유승우),허각
20130610,72,Wild,와일드 (Wild),나인뮤지스
20130610,73,있다 없으니까,있다 없으니까 (Gone Not Around Any Longer),씨스타19
20130610,74,첫번째 소풍,헬로,유승우
20130610,75,Grown,이 노래를 듣고 돌아와,2PM
20130610,76,re;code Episode I,"Officially Missing You, Too",긱스 (Geeks)
20130610,77,4집 Part.2,눈물샤워 (Feat. 에일리),배치기
20130610,78,The Bad Touch,19금The Bad Touch (Gordon &amp; Doyle Edit),DJ Gollum
20130610,79,웃다 울다,웃다 울다,서인국
20130610,80,re;code Episode III,들었다 놨다 (Love Actually),써니힐
20130610,81,몬스타 OST Part 4,선잠 (나 그대의 사랑이 되리),제이레빗
20130610,82,구가의 서 OST Part.4,봄비,백지영
20130610,83,Call Me Maybe,Call Me Maybe,Carly Rae Jepsen
20130610,84,Give It To Me,Summer Time,씨스타
20130610,85,상어 OST `천국과 지옥 사이`,천국과 지옥 사이 (Between Heaven And Hell),보아 (BoA)
20130610,86,Give It To Me,일주일 (A Week),씨스타
20130610,87,Back To Black,니 눈 니 코 니 입술 (Feat. 79),2BIC(투빅)
20130610,88,3rd Mini Album (차 마실래?),차 마실래?,헬로비너스
20130610,89,"장옥정,사랑에 살다 OST Part.5",벙어리,이정
20130610,90,Somebody,Somebody,"15&amp; (박지민, 백예린)"
20130610,91,SHINee The 3rd Album Chapter 2. `Why So Serious?,Why So Serious?,SHINee (샤이니)
20130610,92,SBS K팝 스타 시즌2 Top 2 Special,Officially Missing You,악동뮤지션
20130610,93,Rollercoaster,Rollercoaster (Feat. Sugar Flow),HUS (허밍어반스테레오)
20130610,94,나만 믿어,나만 믿어,태완 (Taewan)
20130610,95,The 5th Album Vol.1 (실화),안녕 나야,포맨
20130610,96,Officially Missing You,Officially Missing You,긱스 (Geeks)
20130610,97,사귈만큼 사귀었어,사귈만큼 사귀었어,디아
20130610,98,hyde,hyde,VIXX(빅스)
20130610,99,2 COOL 4 SKOOL,No More Dream,방탄소년단
20130610,100,떠올라,떠올라,백지영
20130617,1,Give It To Me,Give It To Me,씨스타
20130617,2,A Voice,All Right,Lim Kim
20130617,3,Give It To Me,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),씨스타
20130617,4,`A Cube` For Season # Blue,짧은머리,허각
20130617,5,미친연애,미친연애 (Bad Girl) (Feat. E-Sens Of 슈프림팀),범키
20130617,6,구가의 서 OST Part.7,너 하나야,포맨
20130617,7,MY LOVE,My Love,이승철
20130617,8,Give It To Me,바빠 (Bad Boy),씨스타
20130617,9,구가의 서 OST Special,잘 있나요 (Acoustic Ver.),최진혁
20130617,10,Name Is 4minute,이름이 뭐예요?,4minute
20130617,11,After School The 6th Maxi Single `첫사랑`,첫사랑,애프터스쿨
20130617,12,A Good Girl,a Good Boy,백아연
20130617,13,I DANCE,I Dance (Feat. 유빈 Of 원더걸스),아이비
20130617,14,구가의 서 OST Part.6,잘 있나요,The One (더원)
20130617,15,I`m Sorry,I`m Sorry,비스트
20130617,16,MONOCHROME,Bad Girls,이효리
20130617,17,괜찮겠니,괜찮겠니,비스트
20130617,18,The 5th Album Vol.2 `Thank You`,청혼하는 거예요,포맨
20130617,19,봄봄봄,봄봄봄,로이킴
20130617,20,Young Folk,만인의 연인 (Feat. 하림),써니힐
20130617,21,콩떡빙수,콩떡빙수,악동뮤지션
20130617,22,MY LOVE,사랑하고 싶은 날,이승철
20130617,23,회복이 급해,"회복이 급해 (Feat. 하림, 호투)",2BIC(투빅)
20130617,24,Backpack,Wash Away (Feat. 에일리),긱스 (Geeks)
20130617,25,Letter From Secret,YooHoo (유후),시크릿
20130617,26,너의 목소리가 들려 OST Part.2,왜 이제야 왔니,정엽
20130617,27,내 연애의 모든 것 OST Part.3,I Love You,악동뮤지션
20130617,28,Organic Sound,꼭 한번 만나고 싶다,바이브
20130617,29,Escaping Gravity,Ocean Of Light,넬 (NELL)
20130617,30,A Voice,컬러링,Lim Kim
20130617,31,Number 1,Number 1,투개월
20130617,32,Be Ambitious,내 다리를 봐 (Be Ambitious),달샤벳
20130617,33,Give It To Me,Crying,씨스타
20130617,34,GENTLEMAN,GENTLEMAN,싸이 (PSY)
20130617,35,이게 무슨 일이야,이게 무슨 일이야,B1A4
20130617,36,Organic Sound,이 나이 먹도록,바이브
20130617,37,자니,자니 (Feat. Dynamic Duo),프라이머리
20130617,38,8th #1 유리 심장,오늘 밤 (Feat. 배치기),린
20130617,39,기대,기대해,걸스데이
20130617,40,MONOCHROME,미스코리아,이효리
20130617,41,나쁜 기집애,나쁜 기집애,CL
20130617,42,Tears Of Mind,진통제,티아라
20130617,43,Rainbow Syndrome Part.2,SUNSHINE,레인보우
20130617,44,녹는 중,녹는 중 (Feat. 버벌진트),다비치
20130617,45,마지막 그 한마디,마지막 그 한마디,이승기
20130617,46,구가의 서 OST Part.5,나를 잊지말아요,수지 (SUZY)
20130617,47,Bounce,Bounce,조용필
20130617,48,Mystic Ballad Part.1,거북이,다비치
20130617,49,The 3rd Album Part.2 `Love Blossom (러브블러썸)`,Love Blossom (러브블러썸),케이윌
20130617,50,Just Listen,우리가 헤어진 진짜 이유,윤하 (YOUNHA)
20130617,51,Memory,거름,울랄라세션
20130617,52,2 4 : 2 6,Boogie On &amp; On,빈지노 (Beenzino)
20130617,53,The 1st Album XOXO (KISS＆HUG),늑대와 미녀 (Wolf),EXO
20130617,54,어때,어때 (Feat. 하림),긱스 (Geeks)
20130617,55,8th #1 유리 심장,유리 심장 (Feat. 용준형 Of 비스트),린
20130617,56,SEXY BEAT,스모키걸 (Smoky Girl),엠블랙
20130617,57,전원일기,전원일기 (田園日記) (Feat. 이단옆차기 &amp; 태운),티아라 N4
20130617,58,Primary And The Messengers LP,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리
20130617,59,SBS K팝 스타 시즌2 TOP 6,Crescendo (크레셴도),악동뮤지션
20130617,60,The 1st Mini Album `Trap`,Trap (Feat. 규현&amp;태민),헨리 (HENRY)
20130617,61,낯선 천장,낯선 천장 (Feat. 무웅 Of 배치기),BUMZU
20130617,62,JOAH,좋아 (JOAH),박재범
20130617,63,24,가수가 된 이유,신용재 (포맨)
20130617,64,연애조작단 : 시라노 OST Part 3,어떤 설레임,라디 (Ra. D)
20130617,65,The Bad Touch,19금The Bad Touch (Gordon &amp; Doyle Edit),DJ Gollum
20130617,66,First Love,Rose,이하이
20130617,67,Primary And The Messengers LP,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리
20130617,68,Red Light,Babay (Feat. Gaeko),Zion.T
20130617,69,The Classic,This Love,신화
20130617,70,Forever Young,헤어지자,서인영
20130617,71,버스커 버스커 1집,벚꽃 엔딩,버스커 버스커
20130617,72,이단옆차기 프로젝트 Vol.02,눈물 (Feat. 유진 Of 더 씨야),리쌍
20130617,73,A Voice,잘 알지도 못하면서,Lim Kim
20130617,74,SBS K팝 스타 시즌2 TOP 3 Part.2,외국인의 고백,악동뮤지션
20130617,75,LITTLE GIANT,모노드라마 (With 유승우),허각
20130617,76,있다 없으니까,있다 없으니까 (Gone Not Around Any Longer),씨스타19
20130617,77,Bad Boys,Bad Boys (Feat. 강예빈),레드애플
20130617,78,은밀하게 위대하게 OST `청춘예찬`,청춘예찬,이현우
20130617,79,Fall in L,귀여운 남자,JUNIEL
20130617,80,re;code Episode I,"Officially Missing You, Too",긱스 (Geeks)
20130617,81,Wild,와일드 (Wild),나인뮤지스
20130617,82,4집 Part.2,눈물샤워 (Feat. 에일리),배치기
20130617,83,스트로베리 익스트림 페스티벌 Part 5,그런 여자,백지영
20130617,84,Hello,Hello (Feat. 버벌진트),조용필
20130617,85,넌 최고야,넌 최고야,별
20130617,86,Grown,하.니.뿐.,2PM
20130617,87,New Wave Studio (Vol.1),뭘 해도 똑같다,The One (더원)
20130617,88,"장옥정, 사랑에 살다 OST Part.6",닿을 수 있나요,이수영
20130617,89,Call Me Maybe,Call Me Maybe,Carly Rae Jepsen
20130617,90,The Lyrics - No.3,불편한 진실,이지영 (빅마마)
20130617,91,re;code Episode III,들었다 놨다 (Love Actually),써니힐
20130617,92,구가의 서 OST Part.4,봄비,백지영
20130617,93,못갖춘마디,못갖춘마디,BMK
20130617,94,상어 OST `천국과 지옥 사이`,천국과 지옥 사이 (Between Heaven And Hell),보아 (BoA)
20130617,95,Back To Black,니 눈 니 코 니 입술 (Feat. 79),2BIC(투빅)
20130617,96,웃다 울다,웃다 울다,서인국
20130617,97,출생의 비밀 OST Part.2,머리가 나빠,신지훈
20130617,98,New Wave Studio (Vol.2),좋았나봐,정기고
20130617,99,몬스타 OST Part 4,선잠 (나 그대의 사랑이 되리),제이레빗
20130617,100,Marry Me,Marry Me,KYT (코요태)
20130624,1,Give It To Me,Give It To Me,씨스타
20130624,2,A Voice,All Right,Lim Kim
20130624,3,MY LOVE,My Love,이승철
20130624,4,Love Love Love,Love Love Love,로이킴
20130624,5,비범벅,비범벅 (Feat. 범키),버벌진트
20130624,6,Give It To Me,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),씨스타
20130624,7,`A Cube` For Season # Blue,짧은머리,허각
20130624,8,여자 대통령,여자 대통령,걸스데이
20130624,9,미친연애,미친연애 (Bad Girl) (Feat. E-Sens Of 슈프림팀),범키
20130624,10,구가의 서 OST Part.7,너 하나야,포맨
20130624,11,슬피 우는 새,슬피 우는 새 (Feat. 이수영),아웃사이더
20130624,12,Give It To Me,바빠 (Bad Boy),씨스타
20130624,13,Name Is 4minute,이름이 뭐예요?,4minute
20130624,14,After School The 6th Maxi Single `첫사랑`,첫사랑,애프터스쿨
20130624,15,구가의 서 OST Special,잘 있나요 (Acoustic Ver.),최진혁
20130624,16,Young Folk,만인의 연인 (Feat. 하림),써니힐
20130624,17,구가의 서 OST Part.6,잘 있나요,The One (더원)
20130624,18,The 5th Album Vol.2 `Thank You`,청혼하는 거예요,포맨
20130624,19,I DANCE,I Dance (Feat. 유빈 Of 원더걸스),아이비
20130624,20,Be Ambitious,내 다리를 봐 (Be Ambitious),달샤벳
20130624,21,MONOCHROME,Bad Girls,이효리
20130624,22,괜찮겠니,괜찮겠니,비스트
20130624,23,봄봄봄,봄봄봄,로이킴
20130624,24,A Good Girl,a Good Boy,백아연
20130624,25,콩떡빙수,콩떡빙수,악동뮤지션
20130624,26,Backpack,Wash Away (Feat. 에일리),긱스 (Geeks)
20130624,27,I`m Sorry,I`m Sorry,비스트
20130624,28,Memory,한사람 (I`ll Be There),울랄라세션
20130624,29,물 좋아?,물 좋아?,4minute
20130624,30,회복이 급해,"회복이 급해 (Feat. 하림, 호투)",2BIC(투빅)
20130624,31,너의 목소리가 들려 OST Part.2,왜 이제야 왔니,정엽
20130624,32,Letter From Secret,YooHoo (유후),시크릿
20130624,33,Organic Sound,꼭 한번 만나고 싶다,바이브
20130624,34,Call My Name,Call My Name,소울스타 (SOULSTAR)
20130624,35,내 연애의 모든 것 OST Part.3,I Love You,악동뮤지션
20130624,36,MY LOVE,사랑하고 싶은 날,이승철
20130624,37,자니,자니 (Feat. Dynamic Duo),프라이머리
20130624,38,Give It To Me,Crying,씨스타
20130624,39,기대,기대해,걸스데이
20130624,40,Memory,거름,울랄라세션
20130624,41,Number 1,Number 1,투개월
20130624,42,GENTLEMAN,GENTLEMAN,싸이 (PSY)
20130624,43,이게 무슨 일이야,이게 무슨 일이야,B1A4
20130624,44,8th #1 유리 심장,오늘 밤 (Feat. 배치기),린
20130624,45,Organic Sound,이 나이 먹도록,바이브
20130624,46,녹는 중,녹는 중 (Feat. 버벌진트),다비치
20130624,47,Rainbow Syndrome Part.2,SUNSHINE,레인보우
20130624,48,Escaping Gravity,Ocean Of Light,넬 (NELL)
20130624,49,A Voice,컬러링,Lim Kim
20130624,50,MONOCHROME,미스코리아,이효리
20130624,51,2 4 : 2 6,Boogie On &amp; On,빈지노 (Beenzino)
20130624,52,낯선 천장,낯선 천장 (Feat. 무웅 Of 배치기),BUMZU
20130624,53,Mystic Ballad Part.1,거북이,다비치
20130624,54,구가의 서 OST Part.5,나를 잊지말아요,수지 (SUZY)
20130624,55,4th #1 `괜찮아 떠나`,괜찮아 떠나,스윗소로우
20130624,56,Bounce,Bounce,조용필
20130624,57,마지막 그 한마디,마지막 그 한마디,이승기
20130624,58,은밀하게 위대하게 OST `청춘예찬`,청춘예찬,이현우
20130624,59,Coffee Shop,Coffee Shop,B.A.P
20130624,60,나쁜 기집애,나쁜 기집애,CL
20130624,61,The 3rd Album Part.2 `Love Blossom (러브블러썸)`,Love Blossom (러브블러썸),케이윌
20130624,62,Tears Of Mind,진통제,티아라
20130624,63,Just Listen,우리가 헤어진 진짜 이유,윤하 (YOUNHA)
20130624,64,The Bad Touch,19금The Bad Touch (Gordon &amp; Doyle Edit),DJ Gollum
20130624,65,Primary And The Messengers LP,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리
20130624,66,어때,어때 (Feat. 하림),긱스 (Geeks)
20130624,67,The 1st Mini Album `Trap`,Trap (Feat. 규현&amp;태민),헨리 (HENRY)
20130624,68,24,가수가 된 이유,신용재 (포맨)
20130624,69,8th #1 유리 심장,유리 심장 (Feat. 용준형 Of 비스트),린
20130624,70,The 1st Album XOXO (KISS＆HUG),늑대와 미녀 (Wolf),EXO
20130624,71,Primary And The Messengers LP,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리
20130624,72,SBS K팝 스타 시즌2 TOP 6,Crescendo (크레셴도),악동뮤지션
20130624,73,전원일기,전원일기 (田園日記) (Feat. 이단옆차기 &amp; 태운),티아라 N4
20130624,74,JOAH,좋아 (JOAH),박재범
20130624,75,이단옆차기 프로젝트 Vol.02,눈물 (Feat. 유진 Of 더 씨야),리쌍
20130624,76,Red Light,Babay (Feat. Gaeko),Zion.T
20130624,77,So Good,So Good (Feat. 빈지노 &amp; 예은 Of 원더걸스),리오 케이코아
20130624,78,SEXY BEAT,스모키걸 (Smoky Girl),엠블랙
20130624,79,버스커 버스커 1집,벚꽃 엔딩,버스커 버스커
20130624,80,re;code Episode I,"Officially Missing You, Too",긱스 (Geeks)
20130624,81,First Love,Rose,이하이
20130624,82,LITTLE GIANT,모노드라마 (With 유승우),허각
20130624,83,있다 없으니까,있다 없으니까 (Gone Not Around Any Longer),씨스타19
20130624,84,New Wave Studio (Vol.2),좋았나봐,정기고
20130624,85,SBS K팝 스타 시즌2 TOP 3 Part.2,외국인의 고백,악동뮤지션
20130624,86,4집 Part.2,눈물샤워 (Feat. 에일리),배치기
20130624,87,Call Me Maybe,Call Me Maybe,Carly Rae Jepsen
20130624,88,Forever Young,헤어지자,서인영
20130624,89,The Classic,This Love,신화
20130624,90,Wild,와일드 (Wild),나인뮤지스
20130624,91,귀뚜라미,귀뚜라미,성수진
20130624,92,Fall in L,귀여운 남자,JUNIEL
20130624,93,re;code Episode III,들었다 놨다 (Love Actually),써니힐
20130624,94,상어 OST `천국과 지옥 사이`,천국과 지옥 사이 (Between Heaven And Hell),보아 (BoA)
20130624,95,여왕의 교실 OST `초록비`,초록비 (Green Rain),SHINee (샤이니)
20130624,96,Hello,Hello (Feat. 버벌진트),조용필
20130624,97,New Wave Studio Rookie (Vol.1),혼자하는 사랑,멜로디데이 (MelodyDay)
20130624,98,연애조작단 : 시라노 OST Part 3,어떤 설레임,라디 (Ra. D)
20130624,99,구가의 서 OST Part.4,봄비,백지영
20130624,100,Grown,하.니.뿐.,2PM
20130701,1,Luckynumbers,BAAAM (Feat. Muzie Of UV),다이나믹 듀오
20130701,2,Give It To Me,Give It To Me,씨스타
20130701,3,MY LOVE,My Love,이승철
20130701,4,A Voice,All Right,Lim Kim
20130701,5,여름날의 추억,오늘따라 보고싶어서 그래,다비치
20130701,6,Luckynumbers,쌔끈해 (Three Dopeboyz) (Feat. Zion.T),다이나믹 듀오
20130701,7,슬피 우는 새,슬피 우는 새 (Feat. 이수영),아웃사이더
20130701,8,Love Love Love,Love Love Love,로이킴
20130701,9,여자 대통령,여자 대통령,걸스데이
20130701,10,`A Cube` For Season # Blue,짧은머리,허각
20130701,11,Give It To Me,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),씨스타
20130701,12,미친연애,미친연애 (Bad Girl) (Feat. E-Sens Of 슈프림팀),범키
20130701,13,구가의 서 OST Part.7,너 하나야,포맨
20130701,14,Luckynumbers,진격의 거인 둘 (Return Of The Kings),다이나믹 듀오
20130701,15,비범벅,비범벅 (Feat. 범키),버벌진트
20130701,16,물 좋아?,물 좋아?,4minute
20130701,17,Luckynumbers,"거품 안 넘치게 따라줘 (Life Is Good) (Feat. Crush, DJ Friz)",다이나믹 듀오
20130701,18,Give It To Me,바빠 (Bad Boy),씨스타
20130701,19,Name Is 4minute,이름이 뭐예요?,4minute
20130701,20,Luckynumbers,날개뼈 (Hot Wings) (Feat. 효린 Of Sistar),다이나믹 듀오
20130701,21,11시 그 적당함,11시 그 적당함,XIA (준수)
20130701,22,After School The 6th Maxi Single `첫사랑`,첫사랑,애프터스쿨
20130701,23,The 5th Album Vol.2 `Thank You`,청혼하는 거예요,포맨
20130701,24,Young Folk,만인의 연인 (Feat. 하림),써니힐
20130701,25,구가의 서 OST Part.6,잘 있나요,The One (더원)
20130701,26,Secret Garden,NoNoNo,Apink (에이핑크)
20130701,27,Luckynumbers,"19금만루홈런 (Lee Dae Ho) (Feat. Supreme Team, DJ Friz)",다이나믹 듀오
20130701,28,Inner Child,Baby,존박
20130701,29,I DANCE,I Dance (Feat. 유빈 Of 원더걸스),아이비
20130701,30,구가의 서 OST Special,잘 있나요 (Acoustic Ver.),최진혁
20130701,31,Memory,한사람 (I`ll Be There),울랄라세션
20130701,32,봄봄봄,봄봄봄,로이킴
20130701,33,Be Ambitious,내 다리를 봐 (Be Ambitious),달샤벳
20130701,34,MONOCHROME,Bad Girls,이효리
20130701,35,괜찮겠니,괜찮겠니,비스트
20130701,36,너의 목소리가 들려 OST Part.2,왜 이제야 왔니,정엽
20130701,37,상어 OST `몇 날 며칠`,몇 날 며칠 (Countless Days),나윤권
20130701,38,Backpack,Wash Away (Feat. 에일리),긱스 (Geeks)
20130701,39,Luckynumbers,"Airplane Mode (Feat. 이주한, 혜원 Of Winterplay, Simo)",다이나믹 듀오
20130701,40,최고다 이순신 OST Part.4,한 사람만 보여요,이창민
20130701,41,자니,자니 (Feat. Dynamic Duo),프라이머리
20130701,42,콩떡빙수,콩떡빙수,악동뮤지션
20130701,43,A Good Girl,a Good Boy,백아연
20130701,44,Letter From Secret,YooHoo (유후),시크릿
20130701,45,Organic Sound,꼭 한번 만나고 싶다,바이브
20130701,46,회복이 급해,"회복이 급해 (Feat. 하림, 호투)",2BIC(투빅)
20130701,47,Love &amp; Slow,Love &amp; Slow,지나
20130701,48,Luckynumbers,슛 골인 (Shoot - Goal In),다이나믹 듀오
20130701,49,내 연애의 모든 것 OST Part.3,I Love You,악동뮤지션
20130701,50,Give It To Me,Crying,씨스타
20130701,51,I`m Sorry,I`m Sorry,비스트
20130701,52,Coffee Shop,Coffee Shop,B.A.P
20130701,53,기대,기대해,걸스데이
20130701,54,GENTLEMAN,GENTLEMAN,싸이 (PSY)
20130701,55,너의 목소리가 들려 OST Part.3,두눈에. 두볼에. 가슴에 (In My Eyes),김연지
20130701,56,MY LOVE,사랑하고 싶은 날,이승철
20130701,57,녹는 중,녹는 중 (Feat. 버벌진트),다비치
20130701,58,8th #1 유리 심장,오늘 밤 (Feat. 배치기),린
20130701,59,Luckynumbers,가끔씩 오래 보자 (Shin Dong Yeop),다이나믹 듀오
20130701,60,Luckynumbers,아침사랑 (Good Morning Love),다이나믹 듀오
20130701,61,이게 무슨 일이야,이게 무슨 일이야,B1A4
20130701,62,2 4 : 2 6,Boogie On &amp; On,빈지노 (Beenzino)
20130701,63,연애조작단 : 시라노 OST Part 4,그대라는 한 사람,Jessica (제시카)
20130701,64,Organic Sound,이 나이 먹도록,바이브
20130701,65,Number 1,Number 1,투개월
20130701,66,Luckynumbers,비극 Part.2 (Tragedy Part.2),다이나믹 듀오
20130701,67,Mystic Ballad Part.1,거북이,다비치
20130701,68,Rainbow Syndrome Part.2,SUNSHINE,레인보우
20130701,69,Call My Name,Call My Name,소울스타 (SOULSTAR)
20130701,70,The Bad Touch,19금The Bad Touch (Gordon &amp; Doyle Edit),DJ Gollum
20130701,71,구가의 서 OST Part.5,나를 잊지말아요,수지 (SUZY)
20130701,72,MONOCHROME,미스코리아,이효리
20130701,73,Primary And The Messengers LP,"? (물음표) (Feat. 최자 Of 다이나믹듀오, Zion.T)",프라이머리
20130701,74,Bounce,Bounce,조용필
20130701,75,Luckynumbers,범죄야 범죄 (Crime Scene) (Feat. 정재일),다이나믹 듀오
20130701,76,24,가수가 된 이유,신용재 (포맨)
20130701,77,The 1st Mini Album `Trap`,Trap (Feat. 규현&amp;태민),헨리 (HENRY)
20130701,78,The 3rd Album Part.2 `Love Blossom (러브블러썸)`,Love Blossom (러브블러썸),케이윌
20130701,79,A Voice,컬러링,Lim Kim
20130701,80,여왕의 교실 OST `초록비`,초록비 (Green Rain),SHINee (샤이니)
20130701,81,4th #1 `괜찮아 떠나`,괜찮아 떠나,스윗소로우
20130701,82,Just Listen,우리가 헤어진 진짜 이유,윤하 (YOUNHA)
20130701,83,마지막 그 한마디,마지막 그 한마디,이승기
20130701,84,Primary And The Messengers LP,"씨스루 (Feat. Zion.T, 개코 Of 다이나믹듀오)",프라이머리
20130701,85,Hot &amp; Cold,핫 앤 콜드 (Hot &amp; Cold),쥬얼리
20130701,86,Luckynumbers,Skit #1,다이나믹 듀오
20130701,87,Escaping Gravity,Ocean Of Light,넬 (NELL)
20130701,88,8th #1 유리 심장,유리 심장 (Feat. 용준형 Of 비스트),린
20130701,89,어때,어때 (Feat. 하림),긱스 (Geeks)
20130701,90,Memory,거름,울랄라세션
20130701,91,나쁜 기집애,나쁜 기집애,CL
20130701,92,이단옆차기 프로젝트 Vol.02,눈물 (Feat. 유진 Of 더 씨야),리쌍
20130701,93,최고다 이순신 OST Part.3,완전 사랑해요,조정석
20130701,94,몬스타 OST Part 5,날 울리지마,몬스타 칼라바
20130701,95,The 1st Album XOXO (KISS＆HUG),늑대와 미녀 (Wolf),EXO
20130701,96,JOAH,좋아 (JOAH),박재범
20130701,97,Tears Of Mind,진통제,티아라
20130701,98,re;code Episode I,"Officially Missing You, Too",긱스 (Geeks)
20130701,99,MYNAME 1st Mini Album,Baby I`m Sorry,마이네임
20130701,100,SBS K팝 스타 시즌2 TOP 6,Crescendo (크레셴도),악동뮤지션
20130708,1,여름날의 추억,오늘따라 보고싶어서 그래,다비치
20130708,2,Falling In Love,Falling In Love,2NE1
20130708,3,Luckynumbers,BAAAM (Feat. Muzie Of UV),다이나믹 듀오
20130708,4,Give It To Me,Give It To Me,씨스타
20130708,5,Secret Garden,NoNoNo,Apink (에이핑크)
20130708,6,MY LOVE,My Love,이승철
20130708,7,레시피,레시피,브라운아이드걸스
